symbol,n_trades,total_pnl,total_entry_notional,return_rate
300530,3,1270.9435499999995,26565.0,0.04784278373800111
600463,8,3099.0151000000005,75924.0,0.04081733180548971
603701,1,362.3994999999992,9200.000000000002,0.039391249999999906
002650,4,1348.4046000000005,38349.0,0.03516140186184778
300478,3,572.5803000000002,26886.0,0.021296596741798714
603577,22,4428.469199999997,210983.0,0.020989696800216118
300727,1,158.04555000000022,8559.0,0.018465422362425543
301665,1,157.72395000000023,9126.0,0.017282922419460906
300824,7,982.7787500000007,66899.0,0.014690484910088354
605378,1,140.2174000000004,9756.0,0.014372427224272283
600137,2,234.66759999999897,16712.0,0.014041862134992759
603256,6,777.9956000000028,57516.0,0.013526594338966597
688226,1,116.01525000000004,8631.0,0.013441692735488361
301535,7,873.4896000000002,68312.0,0.012786766600304488
603042,3,349.92619999999965,27662.0,0.01265006868628442
605199,2,244.06299999999976,19710.0,0.012382699137493645
300220,25,2808.561299999995,227329.0,0.012354610718386104
300989,1,118.23329999999838,9606.000000000002,0.012308276077451422
688207,1,118.2124999999998,9632.0,0.012272892441860445
688206,1,104.0926500000003,8655.0,0.012026880415944576
300603,3,352.42760000000055,29536.0,0.011932137053087776
603590,1,106.75950000000077,8958.0,0.011917782987274032
301302,18,1696.2466500000014,147153.0,0.011527095268190261
002973,4,422.68939999999924,36723.0,0.01151020886093182
000037,6,644.1514999999978,57440.0,0.011214336699164306
300533,5,442.1942999999984,39846.0,0.011097583195301873
300858,1,97.77975000000043,9045.0,0.010810364842454442
603681,10,925.5932499999992,86340.0,0.010720329511234644
002972,1,96.5979999999992,9168.0,0.01053643106457234
300333,1,104.10000000000045,9896.0,0.010519401778496407
605388,27,2653.3650000000052,256760.0,0.010334027885963566
600817,3,278.44100000000003,27005.0,0.01031072023699315
001207,1,96.5243999999992,9364.0,0.010308030756087057
688118,1,80.6338500000008,7974.000000000001,0.010112095560571958
300493,33,2788.544600000008,277227.0,0.010058704960195104
002609,1,88.89760000000079,8896.0,0.009992985611510881
002813,5,479.5801000000007,48122.0,0.009965922031503278
301518,19,1748.709100000004,176968.0,0.009881498915058112
301190,1,74.85854999999987,7692.0,0.009732000780031183
002857,1,92.30699999999965,9535.0,0.009680859989512286
603117,2,180.77499999999955,19068.0,0.009480543318649021
300204,34,3066.189300000002,324079.0,0.009461240314861506
600156,4,365.5763499999983,39286.0,0.009305512141729835
600732,5,423.2859500000005,47229.0,0.008962416100277383
002722,2,176.17440000000016,19818.0,0.00888961550105965
002559,5,411.52414999999513,46929.0,0.008769079886637157
301230,1,85.13235000000068,9852.000000000002,0.00864112362971992
601798,8,656.7269000000027,76726.0,0.008559378828558803
002755,3,246.35729999999955,29334.0,0.008398353446512564
600990,39,2995.5651000000003,358305.0,0.008360377611252983
300069,2,146.00479999999945,17524.0,0.008331705090162032
300900,3,218.78319999999917,26430.0,0.008277835792659824
002112,2,147.5587000000001,18082.0,0.00816052980864949
600476,14,1068.6368999999988,131828.0,0.008106296841338706
300940,1,72.71600000000007,9040.000000000002,0.008043805309734519
603663,3,225.11560000000043,28572.0,0.00787888842223157
001382,4,286.7642000000011,36604.0,0.007834231231559423
002612,6,417.23699999999724,53540.0,0.007792995890922623
002189,8,522.368000000002,67148.0,0.007779353070828647
600624,14,1076.300450000001,138597.0,0.007765683600655144
605016,1,72.52719999999971,9356.0,0.00775194527575884
300578,1,65.24919999999989,8452.0,0.007719971604353986
300884,10,699.8559500000013,91581.0,0.007641933916423726
000004,10,725.0882999999934,95774.0,0.007570826111470685
300927,13,876.3493500000022,115902.0,0.0075611236216804045
603232,1,65.00759999999953,8682.0,0.007487629578438093
300733,1,63.08649999999851,8655.0,0.007289023685730619
300022,1,69.22355000000032,9735.0,0.00711079096045201
002379,3,199.35169999999954,28352.0,0.0070313099604965975
603038,1,64.6236000000006,9234.0,0.006998440545809031
300132,47,3170.586750000005,453292.0,0.006994579101329838
300192,6,372.433450000003,53286.0,0.006989330218068592
002099,11,741.0638999999993,106309.0,0.006970848187829811
300416,1,64.5036000000006,9384.0,0.006873785166240473
605033,3,182.63539999999958,26748.0,0.0068280020936144605
603712,6,328.3015999999992,49692.0,0.006606729453433133
300641,13,793.9226000000002,121872.0,0.006514397072338193
300721,11,659.8311500000053,101600.0,0.006494401082677218
603535,22,1358.4160999999913,209766.0,0.0064758640580455905
002581,6,368.1820999999984,57350.0,0.006419914559720984
300345,3,183.883850000002,28694.0,0.006408442531539765
002173,86,5205.400200000008,824328.0,0.006314719626168234
603127,8,488.21849999999904,77315.0,0.006314667270258023
603331,13,765.2095999999984,122978.0,0.00622232919709215
301082,66,3704.7147999999897,598797.0,0.00618692946023442
300322,63,3622.0314000000003,588240.0,0.006157404120767034
300386,83,4555.898750000005,762175.0,0.005977496965919906
300561,12,688.1523500000027,116206.0,0.005921831488907653
000702,1,57.26174999999977,9685.0,0.005912416107382527
603004,4,214.59339999999978,36804.0,0.005830708618628404
002105,193,10642.622199999967,1836050.0,0.005796477329048756
301156,1,52.67460000000085,9168.0,0.00574548429319381
002923,28,1507.0447499999973,262621.0,0.005738477692187591
300421,2,100.93325000000021,17605.0,0.005733214995739859
300127,7,334.34835000000203,58386.0,0.005726515774329497
300265,15,818.3633000000009,144391.0,0.005667689121898185
603162,6,314.2226499999994,56028.0,0.0056083145927036376
600336,12,649.4104999999988,115882.0,0.005604067068224563
002048,2,96.18449999999943,17290.0,0.005563013302486954
