symbol,n_trades,total_pnl,total_entry_notional,return_rate
600963,8,2495.8574500000027,139417.0,0.01790210268475152
002588,4,944.5944999999963,66944.0,0.01411021898900568
300455,7,1411.8386499999972,102737.0,0.013742260821320431
688403,7,864.2210999999903,102401.0,0.008439576761945589
601137,6,716.8155499999954,99583.0,0.007198171876725901
688432,4,396.77250000000396,61618.0,0.006439230419682624
600961,6,662.4609999999989,106316.00000000001,0.0062310564731554875
603826,10,988.7651000000003,166639.0,0.00593357557354521
000899,27,2097.822100000006,415265.00000000006,0.005051767184809713
603162,3,191.38000000000284,40817.0,0.004688732635911577
600596,6,428.5073999999952,99461.0,0.004308295713897861
301127,5,306.18224999999984,76091.00000000001,0.004023895730112625
300170,59,3555.1747499999847,993591.0,0.0035781068367165005
603693,24,1454.7231499999843,426991.0,0.003406917593110825
600452,11,639.7356999999881,197980.0,0.0032313147792705733
600330,12,497.8134499999797,196605.99999999997,0.002532035899209484
002506,33,1419.064700000006,597260.9999999998,0.0023759540636338326
600475,5,170.61030000000778,79281.00000000001,0.0021519695765695153
603169,9,337.4174500000012,157065.0,0.0021482663228599703
300761,5,190.85685000000265,95229.0,0.002004188324985064
002488,11,375.10714999998896,197466.0,0.0018996037292495363
300641,40,1190.2021999999938,656263.0000000002,0.001813605520957289
000065,11,337.1405499999969,189501.99999999997,0.0017790870281052282
002364,6,158.82739999999637,96274.0,0.0016497434405965928
603599,10,297.72339999999946,182863.00000000003,0.0016281226929449884
601969,5,113.72190000000367,80203.0,0.0014179257633754807
600338,5,136.49049999999684,96927.0,0.0014081783197663895
000422,21,467.0579500000159,371806.0000000001,0.0012561872320511658
300113,35,695.0710500000158,569632.0,0.0012202106798775627
600633,5,105.08839999999839,98674.0,0.001065005979285307
002041,3,44.203999999998295,44760.0,0.0009875781948167626
600105,200,3644.779500000038,3778927.0000000037,0.0009645011666010046
300068,6,91.4824500000015,99429.00000000001,0.000920078146214902
300065,101,1681.4394000000102,1852166.0000000002,0.0009078232728599974
002498,187,3103.960949999924,3422979.0000000023,0.0009068010496120257
300773,27,447.87790000000575,503240.9999999998,0.000889986904882563
000636,24,323.4635499999905,391908.0000000002,0.000825355823305445
600508,6,55.25089999999802,88460.0,0.0006245862536739546
600509,40,385.324100000007,685911.0,0.0005617698214491487
000612,6,53.192599999995416,98533.99999999999,0.0005398400552093229
000019,2,13.454999999999233,28188.0,0.00047733077905488976
300409,21,138.56770000000466,344019.00000000006,0.0004027908342271928
600057,6,39.257699999999616,98450.0,0.00039875774504824393
000555,5,28.19989999999312,97270.0,0.00028991364243850234
600389,23,110.99829999999658,393832.0,0.00028184174978162406
002745,51,166.51900000004474,896485.9999999995,0.00018574634740536365
601101,38,123.56550000000244,678167.9999999999,0.00018220485189510927
600759,537,1695.032849999992,10311462.999999994,0.00016438335180953402
000833,24,47.599500000000994,403527.0,0.00011795864960709195
600997,27,39.65634999998399,426751.0,0.0000929262028676769
605599,5,6.882799999989943,81410.0,0.00008454489620427396
603055,2,2.4150999999998026,29486.0,0.00008190666757104397
000035,146,-111.11390000002457,2517419.9999999967,-0.00004413800637161249
600331,11,-9.83874999998749,196063.00000000003,-0.000050181574289832804
300702,2,-3.936550000001734,33675.0,-0.00011689829250190748
000901,15,-30.501849999989588,249239.99999999997,-0.00012237943347773067
301500,3,-5.8128500000006245,33520.0,-0.00017341437947495896
002015,128,-587.6106500001422,2304899.0000000014,-0.0002549398693826245
601096,44,-227.7047,772204.0,-0.0002948763539168406
600996,9,-52.28615000001447,174209.0,-0.00030013460843018717
000048,7,-38.38825000000742,119246.0,-0.0003219248444392887
600821,222,-1461.2246000000434,4039786.000000005,-0.00036170841722805156
688549,4,-29.226449999995655,62787.0,-0.00046548568971276945
002267,8,-72.98755000000286,154994.0,-0.00047090564796058463
603355,2,-18.15355000000254,36444.0,-0.0004981217758753852
600577,11,-102.2051999999893,197904.00000000003,-0.000516438273102056
600550,30,-282.6141500000251,521429.0000000001,-0.0005419992942472035
601949,9,-68.85775000000129,124828.0,-0.0005516210305380306
002354,35,-356.1170499999989,636425.0,-0.0005595585497112761
300401,8,-68.37339999999952,120358.00000000001,-0.0005680835507402874
600507,41,-405.0303500000123,700214.0000000003,-0.0005784379489699036
600163,29,-320.59940000001546,485317.0,-0.0006605979184739365
002099,31,-362.76250000003336,545967.0000000001,-0.0006644403416324307
002946,3,-38.47829999999658,55599.0,-0.0006920682026654541
603730,24,-247.69485000003098,345896.0,-0.0007160963121864114
300226,4,-55.02869999999906,76287.00000000001,-0.0007213378426206175
600185,5,-66.93120000001119,83664.0,-0.0008000000000001337
300682,6,-81.45950000000032,99324.0,-0.0008201391405903943
300151,20,-265.29484999999494,307691.0,-0.0008622119269006728
600635,98,-1450.7081500000236,1651443.9999999993,-0.0008784482852582493
603220,2,-56.92949999999375,58669.99999999999,-0.000970334071927625
300188,15,-234.5132999999943,235402.99999999997,-0.000996220523952517
600478,42,-740.0018500000299,736224.0000000003,-0.0010051313866432357
000930,59,-1040.7823500000309,1035218.0000000001,-0.0010053750514384706
601636,51,-982.287300000053,960319.0000000001,-0.0010228760443144966
600063,60,-1083.7034500000266,1005827.0,-0.0010774252928187715
600100,72,-1350.2052999999632,1250190.9999999995,-0.0010799992161197479
600403,26,-462.21495000000607,426407.0,-0.001083975990075224
688548,10,-235.35024999998893,215489.0,-0.0010921682777310625
300171,4,-70.41435000000169,61764.0,-0.0011400548863415856
600810,12,-239.4341000000053,201778.0,-0.001186621435438974
603279,8,-166.15750000001864,135306.0,-0.0012280128006150403
002212,36,-783.9791000000085,607373.0,-0.001290770416202249
600971,21,-496.14105000000734,371389.0,-0.0013359066908282349
301039,8,-196.3110499999843,146624.0,-0.001338873922413686
002292,20,-446.0761000000085,330061.00000000006,-0.0013514959355998086
300253,112,-2552.2506500000386,1881367.0000000002,-0.0013565937161649153
688658,3,-72.56050000000256,53195.0,-0.0013640473728734385
600531,2,-105.90420000000582,77416.0,-0.0013679885295030203
300296,168,-4081.628249999968,2973092.0000000047,-0.0013728563562782322
002400,112,-2648.400450000049,1927375.9999999986,-0.0013740964139846356
002405,54,-1310.153850000002,948838.9999999999,-0.0013807967948197767
002243,8,-190.73180000000355,133399.0,-0.0014297843312169023
000791,60,-1564.5377999999964,1080541.0,-0.0014479208100386717
000676,5,-135.8796999999891,92338.00000000001,-0.0014715469254260336
301526,11,-314.08180000000357,197573.0,-0.0015897000096167166
002389,27,-766.0888499999937,464181.9999999999,-0.0016504061984307747
600986,17,-592.827549999985,344725.00000000006,-0.0017197115091739353
002815,6,-171.8953999999824,99852.00000000003,-0.0017215018226974157
002176,65,-1963.123249999958,1139957.0,-0.0017221028951091646
300080,16,-460.75190000000833,263572.0,-0.0017481063997693547
000737,16,-484.4658499999852,277045.99999999994,-0.001748683792583128
603033,3,-82.33874999999904,46665.00000000001,-0.0017644648023143474
000600,45,-1399.1235000000167,786260.0000000002,-0.0017794667158446524
002221,62,-1887.6638499999947,1060038.9999999998,-0.0017807494346906059
301078,51,-1611.1089499999919,872465.0000000001,-0.0018466172855071455
600869,17,-572.3541000000092,297143.0,-0.0019261907566390903
300008,119,-3899.184550000037,2023197.9999999972,-0.0019272382386696914
000917,15,-495.94940000000247,254981.99999999997,-0.0019450369045658225
002237,16,-542.5358000000047,272480.99999999994,-0.0019910958929246617
002928,26,-904.4161500000156,449167.99999999994,-0.0020135364718769275
603118,4,-130.7598500000015,64764.00000000001,-0.0020190205978630332
002635,3,-107.53775000000573,53160.0,-0.0020229072610986783
601777,30,-1045.2540000000263,516449.0000000003,-0.0020239249180461685
000156,35,-1168.795750000022,569611.0,-0.002051919204509783
300352,66,-2285.79280000003,1096976.9999999998,-0.0020837198956769657
000875,138,-5029.928549999925,2375573.9999999995,-0.002117352921862222
002537,35,-1344.000050000019,626092.0000000001,-0.0021466494540738723
300568,16,-633.1163499999928,294565.0,-0.0021493264644475507
600428,99,-3612.3356999999965,1677064.0000000014,-0.0021539641301703415
688182,5,-161.29130000000174,74095.0,-0.002176817599028298
000990,27,-1055.6817999999816,484477.00000000006,-0.0021790132452107766
300087,29,-1003.7189999999889,449528.00000000006,-0.002232828655834539
002043,5,-194.6859500000055,87084.0,-0.002235611019245849
002716,55,-2268.968750000015,1009102.9999999997,-0.0022485006485958477
600556,36,-1440.3646000000156,635002.9999999999,-0.0022682799923780137
688165,9,-367.99905000001036,161669.00000000003,-0.002276249930413439
600490,56,-2176.008900000007,952273.9999999999,-0.0022850659579070807
002597,11,-428.02584999999283,186440.0,-0.0022957833619394593
601068,2,-51.4947000000023,21862.0,-0.002355443234836808
300133,23,-980.6298000000209,410665.0000000001,-0.0023879069314405184
000059,15,-617.0876999999999,253914.0,-0.0024303019920130435
002543,4,-151.98170000000988,62458.0,-0.0024333424060970555
002063,99,-4013.656850000026,1642815.0,-0.0024431581462307237
600746,14,-574.5988500000003,234543.0,-0.0024498656962689156
600123,44,-1905.079550000023,765105.0,-0.002489958306376279
300182,119,-5268.736800000028,2065411.9999999995,-0.0025509374400846073
601022,6,-206.990250000011,79960.99999999999,-0.002588640087042571
600744,164,-7896.003749999941,2999780.9999999995,-0.002632193400118189
600395,8,-382.6425999999941,143253.0,-0.0026710965913453407
600409,56,-2508.487400000003,920498.0000000003,-0.002725141608129515
300166,11,-489.2616499999947,178108.99999999997,-0.0027469788163427718
688660,5,-237.458150000004,85541.0,-0.0027759571433582024
603887,12,-591.8912999999718,212386.00000000006,-0.0027868658951153637
300034,5,-279.4700000000135,99300.0,-0.002814400805639612
600629,6,-280.13014999999626,98875.00000000001,-0.0028331747155498988
601619,38,-1756.1701000000057,617983.0,-0.002841777362807724
600399,28,-1446.414400000008,508212.00000000006,-0.002846084704808245
300232,29,-1520.586800000015,530528.0,-0.0028661763375354646
600686,4,-230.57705000000158,79607.0,-0.002896441895813202
300638,8,-397.2167999999939,136755.0,-0.002904587035208906
601187,23,-1154.0175500000098,396115.0,-0.0029133396867071677
600273,12,-583.151750000009,197610.0,-0.0029510234805931327
600586,21,-1049.825050000019,343386.0,-0.0030572738842003433
600595,89,-4797.945999999928,1568471.9999999998,-0.003058993721277733
000758,80,-4366.909900000021,1415636.0000000002,-0.003084768895394028
002068,12,-555.0418000000054,178725.0,-0.003105563295565844
600888,31,-1700.4958500000116,546900.0,-0.0031093359846407235
301175,36,-1987.8951000000193,632090.9999999998,-0.0031449508061339587
000682,5,-305.65500000000367,97026.0,-0.003150238080514539
300303,104,-5739.434650000014,1785062.0000000007,-0.0032152578733960005
600916,42,-2438.7371000000003,745490.9999999999,-0.00327131662219933
300772,10,-641.5431500000144,195587.99999999997,-0.0032800741865554863
600133,6,-326.461849999997,99281.0,-0.0032882610972894814
600186,120,-6916.550050000056,2062418.9999999993,-0.003353610517552475
000969,6,-342.52024999999986,99614.0,-0.0034384750135523106
301268,3,-146.98589999999757,41325.0,-0.0035568275862068377
603218,5,-321.91300000000166,87596.0,-0.003674973743093311
600075,69,-4490.361800000014,1177898.0,-0.0038121822093254375
300035,47,-3124.030450000021,813559.0000000005,-0.0038399556147741213
600710,4,-306.355149999991,76892.99999999999,-0.003984174762331955
300657,6,-392.12565000000336,96347.99999999999,-0.0040698888404533924
002408,21,-1591.519650000021,385409.0000000001,-0.004129430423264689
000543,5,-422.84679999999196,98494.00000000001,-0.004293122423700854
002531,45,-3409.2703000000133,788682.9999999999,-0.004322738413278863
600328,37,-2904.2401500000096,669515.0,-0.004337826859741768
603057,6,-306.21940000000205,67727.0,-0.004521378475349595
688586,6,-478.44645000000287,104414.0,-0.004582205930239267
688107,4,-274.34860000000185,57893.0,-0.004738890712175942
688209,6,-385.9843000000109,80100.0,-0.004818780274656815
002345,4,-359.32499999998026,74100.00000000001,-0.004849190283400542
002541,18,-1458.1929000000023,295012.0,-0.004942825715564121
002539,11,-901.2003999999984,176358.0,-0.005110062486533066
603358,7,-489.31789999999927,89069.0,-0.005493694775960203
600059,8,-766.6871500000026,131985.0,-0.005808896086676536
603533,9,-912.845549999997,155734.0,-0.005861568764688488
600783,4,-438.0313999999944,72848.0,-0.006012950252580639
600623,5,-514.88305,85217.0,-0.006042022718471667
002254,5,-474.08900000000045,77534.0,-0.006114594887404241
600667,44,-4609.585700000015,753357.0,-0.006118726845307092
000688,9,-904.4780000000055,140449.0,-0.006439903452498811
300323,29,-3362.707749999993,511927.0000000001,-0.006568725130731515
002911,2,-224.32410000000363,32868.0,-0.0068250000000001105
600726,27,-3419.5625000000186,486994.0000000001,-0.0070217754222845
300131,26,-3364.294700000002,468029.9999999998,-0.00718820310663847
000811,5,-738.9943499999979,97369.0,-0.007589626575193315
600773,11,-1761.6649000000084,194279.99999999997,-0.00906765956351662
000762,12,-1960.7383000000082,198084.99999999997,-0.009898469343968541
300045,8,-1816.144799999998,151559.0,-0.011983087774398075
001287,7,-1368.3822499999978,112767.0,-0.012134598331072013
600641,6,-1258.8234000000011,98308.00000000001,-0.012804892785938082
